Location,Sub-location,Pokemon,D,P,Pt,Method,Levels,Morning Rate,Day Rate,Night Rate
Lake Verity,N/A,bibarel,True,True,False,Dual-slot FRLG E,4,4%,4%,4%
Lake Valor,N/A,psyduck,True,True,False,Grass,35-36,20%,20%,20%
Lake Valor,N/A,psyduck,False,False,True,Grass,38-39,15%,15%,15%
Lake Valor,N/A,golduck,False,False,True,Grass,40-41,15%,15%,15%
Lake Valor,N/A,noctowl,True,True,False,Grass,"34, 36",0%,0%,20%
Lake Valor,N/A,staravia,True,True,False,Grass,34-36,25%,25%,5%
Lake Valor,N/A,staravia,False,False,True,Grass,"38, 40",35%,35%,35%
Lake Valor,N/A,bibarel,True,True,False,Grass,34-36,45%,45%,45%
Lake Valor,N/A,bibarel,False,False,True,Grass,"39, 41",35%,35%,35%
Lake Valor,N/A,chingling,True,True,False,Grass,35-36,10%,10%,10%
Lake Valor,N/A,psyduck,True,True,False,Surfing,20-40,90%,90%,90%
Lake Valor,N/A,psyduck,False,False,True,Surfing,20-30,90%,90%,90%
Lake Valor,N/A,golduck,True,True,True,Surfing,20-40,10%,10%,10%
Lake Valor,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Lake Valor,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Lake Valor,N/A,goldeen,True,True,False,Fishing Good Rod,10-25,45%,45%,45%
Lake Valor,N/A,goldeen,False,False,True,Fishing Good Rod,15-20,40%,40%,40%
Lake Valor,N/A,seaking,False,False,True,Fishing Good Rod,25-35,5%,5%,5%
Lake Valor,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Lake Valor,N/A,seaking,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Lake Valor,N/A,seaking,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Lake Valor,N/A,gyarados,True,True,True,Fishing Super Rod,30-55,55%,55%,55%
Lake Valor,N/A,lickitung,True,True,False,Swarm,"34, 36",40%,40%,40%
Lake Valor,N/A,wobbuffet,True,True,False,Poké Radar,"35, 36",22%,22%,22%
Lake Valor,N/A,wobbuffet,False,False,True,Poké Radar,"38, 40, 41",22%,22%,22%
Lake Valor,N/A,lunatone,True,True,False,Dual-slot Sapphire,35,8%,8%,8%
Lake Valor,N/A,lunatone,False,False,True,Dual-slot Sapphire,40-41,8%,8%,8%
Lake Valor,N/A,solrock,True,True,False,Dual-slot Ruby,35,8%,8%,8%
Lake Valor,N/A,solrock,False,False,True,Dual-slot Ruby,40-41,8%,8%,8%
Lake Valor,Valor Cavern,azelf,True,True,True,Only one,50,One,One,One
Lake Acuity,N/A,psyduck,True,True,False,Grass,34-35,20%,20%,20%
Lake Acuity,N/A,psyduck,True,True,False,Grass,36,10%,10%,0%
Lake Acuity,N/A,psyduck,False,False,True,Grass,38,5%,5%,5%
Lake Acuity,N/A,golduck,False,False,True,Grass,39-40,15%,15%,15%
Lake Acuity,N/A,noctowl,True,True,False,Grass,"34, 36",0%,0%,20%
Lake Acuity,N/A,sneasel,True,True,False,Grass,35-36,25%,25%,25%
Lake Acuity,N/A,sneasel,False,False,True,Grass,41,10%,10%,10%
Lake Acuity,N/A,snorunt,False,False,True,Grass,39-40,0%,0%,20%
Lake Acuity,N/A,bibarel,True,True,False,Grass,34-35,35%,35%,25%
Lake Acuity,N/A,bibarel,False,False,True,Grass,39-40,25%,25%,25%
Lake Acuity,N/A,chingling,True,True,False,Grass,"34, 36",10%,10%,10%
Lake Acuity,N/A,snover,False,False,True,Grass,"38, 41",25%,25%,25%
Lake Acuity,N/A,snover,False,False,True,Grass,39-40,20%,20%,0%
Lake Acuity,N/A,psyduck,True,True,False,Surfing,20-40,90%,90%,90%
Lake Acuity,N/A,psyduck,False,False,True,Surfing,20-30,90%,90%,90%
Lake Acuity,N/A,golduck,True,True,True,Surfing,20-40,10%,10%,10%
Lake Acuity,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Lake Acuity,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Lake Acuity,N/A,goldeen,True,True,False,Fishing Good Rod,10-25,45%,45%,45%
Lake Acuity,N/A,goldeen,False,False,True,Fishing Good Rod,15-20,40%,40%,40%
Lake Acuity,N/A,seaking,False,False,True,Fishing Good Rod,25-35,5%,5%,5%
Lake Acuity,N/A,magikarp,True,True,True,Fishing Good Rod,10-25,55%,55%,55%
Lake Acuity,N/A,seaking,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Lake Acuity,N/A,seaking,False,False,True,Fishing Super Rod,30-55,45%,45%,45%
Lake Acuity,N/A,gyarados,True,True,True,Fishing Super Rod,30-55,55%,55%,55%
Lake Acuity,N/A,smoochum,True,True,False,Swarm,35,40%,40%,40%
Lake Acuity,N/A,wobbuffet,True,True,False,Poké Radar,34-36,22%,22%,22%
Lake Acuity,N/A,teddiursa,False,False,True,Dual-slot Emerald,40-41,8%,8%,8%
Lake Acuity,N/A,ursaring,True,True,False,Dual-slot Emerald,"34, 36",8%,8%,8%
Lake Acuity,N/A,lunatone,True,True,False,Dual-slot Sapphire,"34, 36",8%,8%,8%
Lake Acuity,N/A,lunatone,False,False,True,Dual-slot Sapphire,40-41,8%,8%,8%
Lake Acuity,N/A,solrock,True,True,False,Dual-slot Ruby,"34, 36",8%,8%,8%
Lake Acuity,N/A,solrock,False,False,True,Dual-slot Ruby,40-41,8%,8%,8%
Lake Acuity,Acuity Cavern,uxie,True,True,True,Only one,50,One,One,One
Newmoon Island,N/A,darkrai,True,True,False,Event Member Card,40,One,One,One
Newmoon Island,N/A,darkrai,False,False,True,Event Member Card,50,One,One,One
Resort Area,N/A,psyduck,False,False,True,Surfing,35-45,10%,10%,10%
Resort Area,N/A,golduck,True,True,False,Surfing,40-55,100%,100%,100%
Resort Area,N/A,golduck,False,False,True,Surfing,35-55,90%,90%,90%
Resort Area,N/A,magikarp,True,True,False,Fishing Old Rod,3-10,100%,100%,100%
Resort Area,N/A,magikarp,False,False,True,Fishing Old Rod,3-15,100%,100%,100%
Resort Area,N/A,goldeen,True,True,False,Fishing Good Rod,10-25,45%,45%,45%
Resort Area,N/A,magikarp,True,True,False,Fishing Good Rod,10-25,55%,55%,55%
Resort Area,N/A,magikarp,False,False,True,Fishing Good Rod,10-35,100%,100%,100%
Resort Area,N/A,magikarp,False,False,True,Fishing Super Rod,1-100,100%,100%,100%
Resort Area,N/A,seaking,True,True,False,Fishing Super Rod,20-50,45%,45%,45%
Resort Area,N/A,gyarados,True,True,False,Fishing Super Rod,30-55,55%,55%,55%
Stark Mountain,Exterior,fearow,True,True,False,Grass,54-55,20%,20%,0%
Stark Mountain,Exterior,fearow,True,True,False,Grass,55,0%,0%,10%
Stark Mountain,Exterior,fearow,False,False,True,Grass,"51,53",20%,20%,0%
Stark Mountain,Exterior,fearow,False,False,True,Grass,53,0%,0%,10%
Stark Mountain,Exterior,golbat,True,True,False,Grass,54,0%,0%,10%
Stark Mountain,Exterior,golbat,False,False,True,Grass,51,0%,0%,10%
Stark Mountain,Exterior,graveler,True,True,False,Grass,"54,56",15%,15%,0%
Stark Mountain,Exterior,graveler,True,True,False,Grass,56,0%,0%,5%
Stark Mountain,Exterior,graveler,False,False,True,Grass,"51,53",15%,15%,15%
Stark Mountain,Exterior,weezing,True,True,False,Grass,55,10%,10%,10%
Stark Mountain,Exterior,weezing,False,False,True,Grass,52,10%,10%,10%
Stark Mountain,Exterior,rhyhorn,True,True,False,Grass,"22,24",5%,5%,5%
Stark Mountain,Exterior,rhyhorn,False,False,True,Grass,52,5%,5%,5%
Stark Mountain,Exterior,rhydon,True,True,False,Grass,55,20%,20%,20%
Stark Mountain,Exterior,rhydon,False,False,True,Grass,54,20%,20%,20%
Stark Mountain,Exterior,skarmory,True,True,False,Grass,56,5%,5%,5%
Stark Mountain,Exterior,skarmory,False,False,True,Grass,53,5%,5%,5%
Stark Mountain,Exterior,numel,True,True,False,Grass,"22,24",5%,5%,5%
Stark Mountain,Exterior,numel,False,False,True,Grass,51,5%,5%,5%
Stark Mountain,Exterior,camerupt,True,True,False,Grass,55,20%,20%,20%
Stark Mountain,Exterior,camerupt,False,False,True,Grass,53,20%,20%,20%
Stark Mountain,Exterior,banette,True,True,False,Grass,54,0%,0%,10%
Stark Mountain,Exterior,gligar,True,True,False,Dual-slot Emerald,22,8%,8%,8%
Stark Mountain,Exterior,magby,True,True,False,Dual-slot LeafGreen,22,8%,8%,8%
Stark Mountain,Exterior,torkoal,True,True,False,Poké Radar,"24,55",22%,22%,22%
Stark Mountain,Exterior,torkoal,False,False,True,Poké Radar,51-53,22%,22%,22%
Stark Mountain,Interior 1,golbat,True,True,False,Cave,54,10%,10%,10%
Stark Mountain,Interior 1,golbat,False,False,True,Cave,52,20%,20%,20%
Stark Mountain,Interior 1,machoke,True,True,False,Cave,56,10%,10%,10%
Stark Mountain,Interior 1,geodude,True,True,False,Cave,"25,27",5%,5%,5%
Stark Mountain,Interior 1,graveler,True,True,False,Cave,55,20%,20%,20%
Stark Mountain,Interior 1,graveler,False,False,True,Cave,"51,53",15%,15%,15%
Stark Mountain,Interior 1,onix,True,True,False,Cave,54,5%,5%,5%
Stark Mountain,Interior 1,weezing,True,True,False,Cave,56,10%,10%,10%
Stark Mountain,Interior 1,weezing,False,False,True,Cave,"51,53",15%,15%,15%
Stark Mountain,Interior 1,rhyhorn,False,False,True,Cave,52,5%,5%,5%
Stark Mountain,Interior 1,rhydon,False,False,True,Cave,54,20%,20%,20%
Stark Mountain,Interior 1,slugma,True,True,False,Cave,"25,27",5%,5%,5%
Stark Mountain,Interior 1,slugma,False,False,True,Cave,52,5%,5%,5%
Stark Mountain,Interior 1,magcargo,True,True,False,Cave,55-56,30%,30%,30%
Stark Mountain,Interior 1,magcargo,False,False,True,Cave,54,20%,20%,20%
Stark Mountain,Interior 1,camerupt,True,True,False,Cave,56,5%,5%,5%
Stark Mountain,Interior 1,magby,True,True,False,Dual-slot LeafGreen,25,8%,8%,8%
Stark Mountain,Interior 2,golbat,True,True,False,Cave,56,10%,10%,10%
Stark Mountain,Interior 2,golbat,False,False,True,Cave,53,10%,10%,10%
Stark Mountain,Interior 2,machoke,True,True,False,Cave,58,10%,10%,10%
Stark Mountain,Interior 2,geodude,True,True,False,Cave,"27,29",5%,5%,5%
Stark Mountain,Interior 2,graveler,True,True,False,Cave,57,20%,20%,20%
Stark Mountain,Interior 2,graveler,False,False,True,Cave,"52,54",15%,15%,15%
Stark Mountain,Interior 2,onix,True,True,False,Cave,56,5%,5%,5%
Stark Mountain,Interior 2,koffing,False,False,True,Cave,53,5%,5%,5%
Stark Mountain,Interior 2,weezing,True,True,False,Cave,58,10%,10%,10%
Stark Mountain,Interior 2,weezing,False,False,True,Cave,"52,54",15%,15%,15%
Stark Mountain,Interior 2,rhydon,False,False,True,Cave,55,10%,10%,10%
Stark Mountain,Interior 2,slugma,True,True,False,Cave,"27,29",5%,5%,5%
Stark Mountain,Interior 2,slugma,False,False,True,Cave,53,5%,5%,5%
Stark Mountain,Interior 2,magcargo,True,True,False,Cave,57-58,30%,30%,30%
Stark Mountain,Interior 2,magcargo,False,False,True,Cave,"53,55",40%,40%,40%
Stark Mountain,Interior 2,camerupt,True,True,False,Cave,58,5%,5%,5%
Stark Mountain,Interior 2,magby,True,True,False,Dual-slot LeafGreen,27,8%,8%,8%
Stark Mountain,Interior 3,heatran,True,True,False,Only one,70,One,One,One
Stark Mountain,Interior 3,heatran,False,False,True,Only one,50,One,One,One
Hall of Origin,N/A,arceus,True,True,True,Event Azure Flute,80,One,One,One
Mining Museum,N/A,omanyte,True,True,True,Revive Helix Fossil,20,Fossil,Fossil,Fossil
Mining Museum,N/A,kabuto,True,True,True,Revive Dome Fossil,20,Fossil,Fossil,Fossil
Mining Museum,N/A,aerodactyl,True,True,True,Revive Old Amber,20,Fossil,Fossil,Fossil
Mining Museum,N/A,lileep,True,True,True,Revive Root Fossil,20,Fossil,Fossil,Fossil
Mining Museum,N/A,anorith,True,True,True,Revive Claw Fossil,20,Fossil,Fossil,Fossil
Mining Museum,N/A,cranidos,True,True,True,Revive Skull Fossil,20,Fossil,Fossil,Fossil
Mining Museum,N/A,shieldon,True,True,True,Revive Armor Fossil,20,Fossil,Fossil,Fossil
Foreign Building,N/A,eevee,True,True,False,Gift,5,One,One,One
Foreign Building,N/A,eevee,False,False,True,Gift,20,One,One,One
Foreign Building,N/A,happiny,True,True,False,Egg,1,One,One,One
Distortion World,N/A,giratina_origin forme,False,False,True,Only one,47,One,One,One
Iron Ruins,N/A,registeel,False,False,True,Only one,30,One,One,One
Iceberg Ruins,N/A,regice,False,False,True,Only one,30,One,One,One
Rock Peak Ruins,N/A,regirock,False,False,True,Only one,30,One,One,One
